src,dst,edge_type
placenta_0,placenta_1,similarity
placenta_1,placenta_78,similarity
placenta_1,placenta_82,similarity
placenta_1,placenta_98,similarity
placenta_1,placenta_85,similarity
placenta_1,placenta_86,similarity
placenta_1,placenta_81,similarity
placenta_1,placenta_4,similarity
placenta_1,placenta_0,similarity
placenta_1,placenta_79,similarity
placenta_1,placenta_11,similarity
placenta_2,placenta_73,similarity
placenta_2,placenta_4,similarity
placenta_2,placenta_1,similarity
placenta_2,placenta_101,similarity
placenta_2,placenta_88,similarity
placenta_2,placenta_59,similarity
placenta_2,placenta_18,similarity
placenta_2,placenta_79,similarity
placenta_2,placenta_81,similarity
placenta_2,placenta_100,similarity
placenta_3,placenta_12,similarity
placenta_3,placenta_5,similarity
placenta_3,placenta_67,similarity
placenta_3,placenta_84,similarity
placenta_3,placenta_55,similarity
placenta_3,placenta_70,similarity
placenta_3,placenta_68,similarity
placenta_3,placenta_77,similarity
placenta_3,placenta_87,similarity
placenta_3,placenta_99,similarity
placenta_4,placenta_101,similarity
placenta_4,placenta_86,similarity
placenta_4,placenta_0,similarity
placenta_4,placenta_66,similarity
placenta_4,placenta_55,similarity
placenta_4,placenta_98,similarity
placenta_4,placenta_81,similarity
placenta_4,placenta_1,similarity
placenta_4,placenta_11,similarity
placenta_4,placenta_79,similarity
placenta_5,placenta_82,similarity
placenta_5,placenta_101,similarity
placenta_5,placenta_8,similarity
placenta_5,placenta_11,similarity
placenta_5,placenta_83,similarity
placenta_5,placenta_1,similarity
placenta_5,placenta_77,similarity
placenta_5,placenta_10,similarity
placenta_5,placenta_70,similarity
placenta_5,placenta_55,similarity
placenta_6,placenta_77,similarity
placenta_6,placenta_12,similarity
placenta_6,placenta_3,similarity
placenta_6,placenta_14,similarity
placenta_6,placenta_70,similarity
placenta_6,placenta_68,similarity
placenta_6,placenta_87,similarity
placenta_6,placenta_7,similarity
placenta_6,placenta_72,similarity
placenta_6,placenta_13,similarity
placenta_7,placenta_5,similarity
placenta_7,placenta_68,similarity
placenta_7,placenta_12,similarity
placenta_7,placenta_3,similarity
placenta_7,placenta_87,similarity
placenta_7,placenta_83,similarity
placenta_7,placenta_55,similarity
placenta_7,placenta_70,similarity
placenta_7,placenta_77,similarity
placenta_7,placenta_14,similarity
placenta_8,placenta_85,similarity
placenta_8,placenta_1,similarity
placenta_8,placenta_81,similarity
placenta_8,placenta_73,similarity
placenta_8,placenta_78,similarity
placenta_8,placenta_79,similarity
placenta_8,placenta_98,similarity
placenta_8,placenta_86,similarity
placenta_8,placenta_11,similarity
placenta_8,placenta_82,similarity
placenta_9,placenta_101,similarity
placenta_9,placenta_86,similarity
placenta_9,placenta_18,similarity
placenta_9,placenta_81,similarity
placenta_9,placenta_55,similarity
placenta_9,placenta_5,similarity
placenta_9,placenta_82,similarity
placenta_9,placenta_11,similarity
placenta_9,placenta_73,similarity
placenta_9,placenta_8,similarity
placenta_10,placenta_85,similarity
placenta_10,placenta_4,similarity
placenta_10,placenta_8,similarity
placenta_10,placenta_70,similarity
placenta_10,placenta_82,similarity
placenta_10,placenta_77,similarity
placenta_10,placenta_1,similarity
placenta_10,placenta_55,similarity
placenta_10,placenta_11,similarity
placenta_10,placenta_5,similarity
placenta_11,placenta_0,similarity
placenta_11,placenta_18,similarity
placenta_11,placenta_55,similarity
placenta_11,placenta_81,similarity
placenta_11,placenta_98,similarity
placenta_11,placenta_8,similarity
placenta_11,placenta_79,similarity
placenta_11,placenta_86,similarity
placenta_11,placenta_4,similarity
placenta_11,placenta_1,similarity
placenta_12,placenta_1,similarity
placenta_12,placenta_11,similarity
placenta_12,placenta_5,similarity
placenta_12,placenta_3,similarity
placenta_12,placenta_79,similarity
placenta_12,placenta_66,similarity
placenta_12,placenta_4,similarity
placenta_12,placenta_0,similarity
placenta_12,placenta_14,similarity
placenta_12,placenta_55,similarity
placenta_13,placenta_77,similarity
placenta_13,placenta_70,similarity
placenta_13,placenta_68,similarity
placenta_13,placenta_12,similarity
placenta_13,placenta_3,similarity
placenta_13,placenta_14,similarity
placenta_13,placenta_7,similarity
placenta_13,placenta_87,similarity
placenta_13,placenta_72,similarity
placenta_13,placenta_6,similarity
placenta_14,placenta_1,similarity
placenta_14,placenta_5,similarity
placenta_14,placenta_87,similarity
placenta_14,placenta_12,similarity
placenta_14,placenta_0,similarity
placenta_14,placenta_83,similarity
placenta_14,placenta_77,similarity
placenta_14,placenta_55,similarity
placenta_14,placenta_70,similarity
placenta_14,placenta_7,similarity
placenta_15,placenta_80,similarity
placenta_15,placenta_55,similarity
placenta_15,placenta_75,similarity
placenta_15,placenta_66,similarity
placenta_15,placenta_4,similarity
placenta_15,placenta_1,similarity
placenta_15,placenta_78,similarity
placenta_15,placenta_11,similarity
placenta_15,placenta_0,similarity
placenta_15,placenta_17,similarity
placenta_16,placenta_82,similarity
placenta_16,placenta_1,similarity
placenta_16,placenta_81,similarity
placenta_16,placenta_73,similarity
placenta_16,placenta_4,similarity
placenta_16,placenta_79,similarity
placenta_16,placenta_11,similarity
placenta_16,placenta_98,similarity
placenta_16,placenta_86,similarity
placenta_16,placenta_76,similarity
placenta_17,placenta_4,similarity
placenta_17,placenta_15,similarity
placenta_17,placenta_79,similarity
placenta_17,placenta_1,similarity
placenta_17,placenta_69,similarity
placenta_17,placenta_66,similarity
placenta_17,placenta_78,similarity
placenta_17,placenta_67,similarity
placenta_17,placenta_0,similarity
placenta_17,placenta_75,similarity
placenta_18,placenta_4,similarity
placenta_18,placenta_1,similarity
placenta_18,placenta_86,similarity
placenta_18,placenta_101,similarity
placenta_18,placenta_79,similarity
placenta_18,placenta_11,similarity
placenta_18,placenta_2,similarity
placenta_18,placenta_100,similarity
placenta_18,placenta_81,similarity
placenta_18,placenta_88,similarity
placenta_19,placenta_53,similarity
placenta_19,placenta_24,similarity
placenta_19,placenta_63,similarity
placenta_19,placenta_39,similarity
placenta_19,placenta_36,similarity
placenta_19,placenta_20,similarity
placenta_19,placenta_95,similarity
placenta_19,placenta_42,similarity
placenta_19,placenta_40,similarity
placenta_19,placenta_41,similarity
placenta_20,placenta_46,similarity
placenta_20,placenta_51,similarity
placenta_20,placenta_57,similarity
placenta_20,placenta_19,similarity
placenta_20,placenta_37,similarity
placenta_20,placenta_28,similarity
placenta_20,placenta_27,similarity
placenta_20,placenta_63,similarity
placenta_20,placenta_36,similarity
placenta_20,placenta_53,similarity
placenta_21,placenta_11,similarity
placenta_21,placenta_18,similarity
placenta_21,placenta_64,similarity
placenta_21,placenta_4,similarity
placenta_21,placenta_97,similarity
placenta_21,placenta_88,similarity
placenta_21,placenta_76,similarity
placenta_21,placenta_96,similarity
placenta_21,placenta_22,similarity
placenta_21,placenta_49,similarity
placenta_22,placenta_29,similarity
placenta_22,placenta_76,similarity
placenta_22,placenta_52,similarity
placenta_22,placenta_96,similarity
placenta_22,placenta_43,similarity
placenta_22,placenta_62,similarity
placenta_22,placenta_64,similarity
placenta_22,placenta_97,similarity
placenta_22,placenta_21,similarity
placenta_22,placenta_49,similarity
placenta_23,placenta_19,similarity
placenta_23,placenta_24,similarity
placenta_23,placenta_39,similarity
placenta_23,placenta_40,similarity
placenta_23,placenta_20,similarity
placenta_23,placenta_53,similarity
placenta_23,placenta_41,similarity
placenta_23,placenta_46,similarity
placenta_23,placenta_93,similarity
placenta_23,placenta_42,similarity
placenta_24,placenta_58,similarity
placenta_24,placenta_19,similarity
placenta_24,placenta_40,similarity
placenta_24,placenta_107,similarity
placenta_24,placenta_37,similarity
placenta_24,placenta_44,similarity
placenta_24,placenta_36,similarity
placenta_24,placenta_46,similarity
placenta_24,placenta_42,similarity
placenta_24,placenta_39,similarity
placenta_25,placenta_108,similarity
placenta_25,placenta_24,similarity
placenta_25,placenta_47,similarity
placenta_25,placenta_39,similarity
placenta_25,placenta_37,similarity
placenta_25,placenta_26,similarity
placenta_25,placenta_110,similarity
placenta_25,placenta_106,similarity
placenta_25,placenta_60,similarity
placenta_25,placenta_58,similarity
placenta_26,placenta_33,similarity
placenta_26,placenta_29,similarity
placenta_26,placenta_39,similarity
placenta_26,placenta_47,similarity
placenta_26,placenta_110,similarity
placenta_26,placenta_50,similarity
placenta_26,placenta_106,similarity
placenta_26,placenta_60,similarity
placenta_26,placenta_52,similarity
placenta_26,placenta_25,similarity
placenta_27,placenta_63,similarity
placenta_27,placenta_58,similarity
placenta_27,placenta_108,similarity
placenta_27,placenta_37,similarity
placenta_27,placenta_28,similarity
placenta_27,placenta_36,similarity
placenta_27,placenta_51,similarity
placenta_27,placenta_53,similarity
placenta_27,placenta_20,similarity
placenta_27,placenta_57,similarity
placenta_28,placenta_35,similarity
placenta_28,placenta_38,similarity
placenta_28,placenta_63,similarity
placenta_28,placenta_53,similarity
placenta_28,placenta_27,similarity
placenta_28,placenta_32,similarity
placenta_28,placenta_20,similarity
placenta_28,placenta_57,similarity
placenta_28,placenta_109,similarity
placenta_28,placenta_51,similarity
placenta_29,placenta_40,similarity
placenta_29,placenta_95,similarity
placenta_29,placenta_39,similarity
placenta_29,placenta_50,similarity
placenta_29,placenta_64,similarity
placenta_29,placenta_110,similarity
placenta_29,placenta_97,similarity
placenta_29,placenta_90,similarity
placenta_29,placenta_92,similarity
placenta_29,placenta_52,similarity
placenta_30,placenta_93,similarity
placenta_30,placenta_24,similarity
placenta_30,placenta_45,similarity
placenta_30,placenta_48,similarity
placenta_30,placenta_41,similarity
placenta_30,placenta_42,similarity
placenta_30,placenta_95,similarity
placenta_30,placenta_92,similarity
placenta_30,placenta_44,similarity
placenta_30,placenta_40,similarity
placenta_31,placenta_23,similarity
placenta_31,placenta_45,similarity
placenta_31,placenta_92,similarity
placenta_31,placenta_93,similarity
placenta_31,placenta_61,similarity
placenta_31,placenta_64,similarity
placenta_31,placenta_90,similarity
placenta_31,placenta_105,similarity
placenta_31,placenta_30,similarity
placenta_31,placenta_94,similarity
placenta_32,placenta_36,similarity
placenta_32,placenta_46,similarity
placenta_32,placenta_27,similarity
placenta_32,placenta_63,similarity
placenta_32,placenta_109,similarity
placenta_32,placenta_51,similarity
placenta_32,placenta_57,similarity
placenta_32,placenta_20,similarity
placenta_32,placenta_53,similarity
placenta_32,placenta_28,similarity
placenta_33,placenta_29,similarity
placenta_33,placenta_106,similarity
placenta_33,placenta_40,similarity
placenta_33,placenta_42,similarity
placenta_33,placenta_26,similarity
placenta_33,placenta_89,similarity
placenta_33,placenta_52,similarity
placenta_33,placenta_50,similarity
placenta_33,placenta_45,similarity
placenta_33,placenta_110,similarity
placenta_34,placenta_42,similarity
placenta_34,placenta_108,similarity
placenta_34,placenta_93,similarity
placenta_34,placenta_37,similarity
placenta_34,placenta_36,similarity
placenta_34,placenta_58,similarity
placenta_34,placenta_24,similarity
placenta_34,placenta_106,similarity
placenta_34,placenta_25,similarity
placenta_34,placenta_27,similarity
placenta_35,placenta_53,similarity
placenta_35,placenta_63,similarity
placenta_35,placenta_32,similarity
placenta_35,placenta_27,similarity
placenta_35,placenta_20,similarity
placenta_35,placenta_57,similarity
placenta_35,placenta_51,similarity
placenta_35,placenta_38,similarity
placenta_35,placenta_28,similarity
placenta_35,placenta_109,similarity
placenta_36,placenta_24,similarity
placenta_36,placenta_106,similarity
placenta_36,placenta_42,similarity
placenta_36,placenta_58,similarity
placenta_36,placenta_20,similarity
placenta_36,placenta_46,similarity
placenta_36,placenta_53,similarity
placenta_36,placenta_39,similarity
placenta_36,placenta_108,similarity
placenta_36,placenta_37,similarity
placenta_37,placenta_63,similarity
placenta_37,placenta_42,similarity
placenta_37,placenta_39,similarity
placenta_37,placenta_46,similarity
placenta_37,placenta_53,similarity
placenta_37,placenta_60,similarity
placenta_37,placenta_106,similarity
placenta_37,placenta_58,similarity
placenta_37,placenta_36,similarity
placenta_37,placenta_108,similarity
placenta_38,placenta_42,similarity
placenta_38,placenta_35,similarity
placenta_38,placenta_24,similarity
placenta_38,placenta_51,similarity
placenta_38,placenta_27,similarity
placenta_38,placenta_53,similarity
placenta_38,placenta_19,similarity
placenta_38,placenta_28,similarity
placenta_38,placenta_93,similarity
placenta_38,placenta_20,similarity
placenta_39,placenta_47,similarity
placenta_39,placenta_40,similarity
placenta_39,placenta_37,similarity
placenta_39,placenta_42,similarity
placenta_39,placenta_108,similarity
placenta_39,placenta_60,similarity
placenta_39,placenta_24,similarity
placenta_39,placenta_107,similarity
placenta_39,placenta_46,similarity
placenta_39,placenta_36,similarity
placenta_40,placenta_48,similarity
placenta_40,placenta_53,similarity
placenta_40,placenta_36,similarity
placenta_40,placenta_39,similarity
placenta_40,placenta_46,similarity
placenta_40,placenta_19,similarity
placenta_40,placenta_30,similarity
placenta_40,placenta_41,similarity
placenta_40,placenta_95,similarity
placenta_40,placenta_42,similarity
placenta_41,placenta_53,similarity
placenta_41,placenta_44,similarity
placenta_41,placenta_23,similarity
placenta_41,placenta_93,similarity
placenta_41,placenta_30,similarity
placenta_41,placenta_19,similarity
placenta_41,placenta_42,similarity
placenta_41,placenta_48,similarity
placenta_41,placenta_95,similarity
placenta_41,placenta_40,similarity
placenta_42,placenta_37,similarity
placenta_42,placenta_19,similarity
placenta_42,placenta_39,similarity
placenta_42,placenta_24,similarity
placenta_42,placenta_46,similarity
placenta_42,placenta_41,similarity
placenta_42,placenta_36,similarity
placenta_42,placenta_95,similarity
placenta_42,placenta_53,similarity
placenta_42,placenta_40,similarity
placenta_43,placenta_25,similarity
placenta_43,placenta_29,similarity
placenta_43,placenta_26,similarity
placenta_43,placenta_97,similarity
placenta_43,placenta_60,similarity
placenta_43,placenta_62,similarity
placenta_43,placenta_47,similarity
placenta_43,placenta_110,similarity
placenta_43,placenta_50,similarity
placenta_43,placenta_52,similarity
placenta_44,placenta_19,similarity
placenta_44,placenta_110,similarity
placenta_44,placenta_39,similarity
placenta_44,placenta_92,similarity
placenta_44,placenta_40,similarity
placenta_44,placenta_46,similarity
placenta_44,placenta_42,similarity
placenta_44,placenta_24,similarity
placenta_44,placenta_30,similarity
placenta_44,placenta_107,similarity
placenta_45,placenta_52,similarity
placenta_45,placenta_44,similarity
placenta_45,placenta_110,similarity
placenta_45,placenta_104,similarity
placenta_45,placenta_30,similarity
placenta_45,placenta_33,similarity
placenta_45,placenta_40,similarity
placenta_45,placenta_48,similarity
placenta_45,placenta_89,similarity
placenta_45,placenta_92,similarity
placenta_46,placenta_40,similarity
placenta_46,placenta_63,similarity
placenta_46,placenta_24,similarity
placenta_46,placenta_53,similarity
placenta_46,placenta_37,similarity
placenta_46,placenta_42,similarity
placenta_46,placenta_108,similarity
placenta_46,placenta_39,similarity
placenta_46,placenta_36,similarity
placenta_46,placenta_107,similarity
placenta_47,placenta_107,similarity
placenta_47,placenta_43,similarity
placenta_47,placenta_46,similarity
placenta_47,placenta_37,similarity
placenta_47,placenta_92,similarity
placenta_47,placenta_39,similarity
placenta_47,placenta_52,similarity
placenta_47,placenta_50,similarity
placenta_47,placenta_60,similarity
placenta_47,placenta_110,similarity
placenta_48,placenta_90,similarity
placenta_48,placenta_42,similarity
placenta_48,placenta_44,similarity
placenta_48,placenta_104,similarity
placenta_48,placenta_45,similarity
placenta_48,placenta_40,similarity
placenta_48,placenta_30,similarity
placenta_48,placenta_92,similarity
placenta_48,placenta_95,similarity
placenta_48,placenta_41,similarity
placenta_49,placenta_11,similarity
placenta_49,placenta_4,similarity
placenta_49,placenta_76,similarity
placenta_49,placenta_0,similarity
placenta_49,placenta_97,similarity
placenta_49,placenta_105,similarity
placenta_49,placenta_64,similarity
placenta_49,placenta_96,similarity
placenta_49,placenta_22,similarity
placenta_49,placenta_21,similarity
placenta_50,placenta_29,similarity
placenta_50,placenta_39,similarity
placenta_50,placenta_92,similarity
placenta_50,placenta_26,similarity
placenta_50,placenta_33,similarity
placenta_50,placenta_43,similarity
placenta_50,placenta_60,similarity
placenta_50,placenta_47,similarity
placenta_50,placenta_52,similarity
placenta_50,placenta_110,similarity
placenta_51,placenta_35,similarity
placenta_51,placenta_38,similarity
placenta_51,placenta_63,similarity
placenta_51,placenta_53,similarity
placenta_51,placenta_32,similarity
placenta_51,placenta_20,similarity
placenta_51,placenta_27,similarity
placenta_51,placenta_109,similarity
placenta_51,placenta_57,similarity
placenta_51,placenta_28,similarity
placenta_52,placenta_26,similarity
placenta_52,placenta_104,similarity
placenta_52,placenta_62,similarity
placenta_52,placenta_47,similarity
placenta_52,placenta_92,similarity
placenta_52,placenta_97,similarity
placenta_52,placenta_43,similarity
placenta_52,placenta_50,similarity
placenta_52,placenta_29,similarity
placenta_52,placenta_110,similarity
placenta_53,placenta_57,similarity
placenta_53,placenta_40,similarity
placenta_53,placenta_27,similarity
placenta_53,placenta_108,similarity
placenta_53,placenta_46,similarity
placenta_53,placenta_37,similarity
placenta_53,placenta_42,similarity
placenta_53,placenta_63,similarity
placenta_53,placenta_36,similarity
placenta_53,placenta_20,similarity
placenta_54,placenta_99,similarity
placenta_54,placenta_18,similarity
placenta_54,placenta_85,similarity
placenta_54,placenta_84,similarity
placenta_54,placenta_100,similarity
placenta_54,placenta_91,similarity
placenta_54,placenta_2,similarity
placenta_54,placenta_101,similarity
placenta_54,placenta_59,similarity
placenta_54,placenta_74,similarity
placenta_55,placenta_83,similarity
placenta_55,placenta_18,similarity
placenta_55,placenta_70,similarity
placenta_55,placenta_10,similarity
placenta_55,placenta_1,similarity
placenta_55,placenta_77,similarity
placenta_55,placenta_101,similarity
placenta_55,placenta_4,similarity
placenta_55,placenta_11,similarity
placenta_55,placenta_5,similarity
placenta_56,placenta_101,similarity
placenta_56,placenta_96,similarity
placenta_56,placenta_88,similarity
placenta_56,placenta_18,similarity
placenta_56,placenta_2,similarity
placenta_56,placenta_100,similarity
placenta_56,placenta_59,similarity
placenta_56,placenta_74,similarity
placenta_56,placenta_54,similarity
placenta_56,placenta_91,similarity
placenta_57,placenta_37,similarity
placenta_57,placenta_36,similarity
placenta_57,placenta_63,similarity
placenta_57,placenta_32,similarity
placenta_57,placenta_53,similarity
placenta_57,placenta_20,similarity
placenta_57,placenta_109,similarity
placenta_57,placenta_27,similarity
placenta_57,placenta_28,similarity
placenta_57,placenta_51,similarity
placenta_58,placenta_42,similarity
placenta_58,placenta_39,similarity
placenta_58,placenta_46,similarity
placenta_58,placenta_24,similarity
placenta_58,placenta_25,similarity
placenta_58,placenta_60,similarity
placenta_58,placenta_108,similarity
placenta_58,placenta_106,similarity
placenta_58,placenta_36,similarity
placenta_58,placenta_37,similarity
placenta_59,placenta_84,similarity
placenta_59,placenta_85,similarity
placenta_59,placenta_54,similarity
placenta_59,placenta_18,similarity
placenta_59,placenta_79,similarity
placenta_59,placenta_81,similarity
placenta_59,placenta_101,similarity
placenta_59,placenta_2,similarity
placenta_59,placenta_100,similarity
placenta_59,placenta_74,similarity
placenta_60,placenta_106,similarity
placenta_60,placenta_25,similarity
placenta_60,placenta_110,similarity
placenta_60,placenta_58,similarity
placenta_60,placenta_36,similarity
placenta_60,placenta_50,similarity
placenta_60,placenta_108,similarity
placenta_60,placenta_39,similarity
placenta_60,placenta_47,similarity
placenta_60,placenta_37,similarity
placenta_61,placenta_64,similarity
placenta_61,placenta_41,similarity
placenta_61,placenta_30,similarity
placenta_61,placenta_92,similarity
placenta_61,placenta_95,similarity
placenta_61,placenta_48,similarity
placenta_61,placenta_105,similarity
placenta_61,placenta_29,similarity
placenta_61,placenta_90,similarity
placenta_61,placenta_94,similarity
placenta_62,placenta_89,similarity
placenta_62,placenta_50,similarity
placenta_62,placenta_47,similarity
placenta_62,placenta_104,similarity
placenta_62,placenta_92,similarity
placenta_62,placenta_43,similarity
placenta_62,placenta_64,similarity
placenta_62,placenta_110,similarity
placenta_62,placenta_52,similarity
placenta_62,placenta_97,similarity
placenta_63,placenta_107,similarity
placenta_63,placenta_39,similarity
placenta_63,placenta_19,similarity
placenta_63,placenta_108,similarity
placenta_63,placenta_42,similarity
placenta_63,placenta_36,similarity
placenta_63,placenta_37,similarity
placenta_63,placenta_46,similarity
placenta_63,placenta_53,similarity
placenta_63,placenta_20,similarity
placenta_64,placenta_50,similarity
placenta_64,placenta_110,similarity
placenta_64,placenta_45,similarity
placenta_64,placenta_104,similarity
placenta_64,placenta_90,similarity
placenta_64,placenta_52,similarity
placenta_64,placenta_29,similarity
placenta_64,placenta_62,similarity
placenta_64,placenta_92,similarity
placenta_64,placenta_97,similarity
placenta_65,placenta_11,similarity
placenta_65,placenta_77,similarity
placenta_65,placenta_18,similarity
placenta_65,placenta_8,similarity
placenta_65,placenta_10,similarity
placenta_65,placenta_70,similarity
placenta_65,placenta_83,similarity
placenta_65,placenta_55,similarity
placenta_65,placenta_5,similarity
placenta_65,placenta_9,similarity
placenta_66,placenta_78,similarity
placenta_66,placenta_98,similarity
placenta_66,placenta_1,similarity
placenta_66,placenta_86,similarity
placenta_66,placenta_69,similarity
placenta_66,placenta_17,similarity
placenta_66,placenta_4,similarity
placenta_66,placenta_79,similarity
placenta_66,placenta_75,similarity
placenta_66,placenta_0,similarity
placenta_67,placenta_1,similarity
placenta_67,placenta_66,similarity
placenta_67,placenta_101,similarity
placenta_67,placenta_84,similarity
placenta_67,placenta_69,similarity
placenta_67,placenta_79,similarity
placenta_67,placenta_17,similarity
placenta_67,placenta_102,similarity
placenta_67,placenta_75,similarity
placenta_67,placenta_78,similarity
placenta_68,placenta_55,similarity
placenta_68,placenta_5,similarity
placenta_68,placenta_77,similarity
placenta_68,placenta_7,similarity
placenta_68,placenta_99,similarity
placenta_68,placenta_14,similarity
placenta_68,placenta_83,similarity
placenta_68,placenta_87,similarity
placenta_68,placenta_3,similarity
placenta_68,placenta_70,similarity
placenta_69,placenta_1,similarity
placenta_69,placenta_86,similarity
placenta_69,placenta_0,similarity
placenta_69,placenta_98,similarity
placenta_69,placenta_79,similarity
placenta_69,placenta_66,similarity
placenta_69,placenta_17,similarity
placenta_69,placenta_67,similarity
placenta_69,placenta_78,similarity
placenta_69,placenta_75,similarity
placenta_70,placenta_78,similarity
placenta_70,placenta_7,similarity
placenta_70,placenta_10,similarity
placenta_70,placenta_3,similarity
placenta_70,placenta_14,similarity
placenta_70,placenta_55,similarity
placenta_70,placenta_68,similarity
placenta_70,placenta_83,similarity
placenta_70,placenta_77,similarity
placenta_70,placenta_5,similarity
placenta_71,placenta_81,similarity
placenta_71,placenta_59,similarity
placenta_71,placenta_85,similarity
placenta_71,placenta_102,similarity
placenta_71,placenta_78,similarity
placenta_71,placenta_79,similarity
placenta_71,placenta_67,similarity
placenta_71,placenta_69,similarity
placenta_71,placenta_75,similarity
placenta_71,placenta_84,similarity
placenta_72,placenta_91,similarity
placenta_72,placenta_3,similarity
placenta_72,placenta_70,similarity
placenta_72,placenta_77,similarity
placenta_72,placenta_7,similarity
placenta_72,placenta_14,similarity
placenta_72,placenta_87,similarity
placenta_72,placenta_12,similarity
placenta_72,placenta_6,similarity
placenta_72,placenta_13,similarity
placenta_73,placenta_11,similarity
placenta_73,placenta_2,similarity
placenta_73,placenta_18,similarity
placenta_73,placenta_101,similarity
placenta_73,placenta_8,similarity
placenta_73,placenta_81,similarity
placenta_73,placenta_79,similarity
placenta_73,placenta_88,similarity
placenta_73,placenta_86,similarity
placenta_73,placenta_98,similarity
placenta_74,placenta_85,similarity
placenta_74,placenta_79,similarity
placenta_74,placenta_84,similarity
placenta_74,placenta_81,similarity
placenta_74,placenta_2,similarity
placenta_74,placenta_100,similarity
placenta_74,placenta_18,similarity
placenta_74,placenta_101,similarity
placenta_74,placenta_54,similarity
placenta_74,placenta_59,similarity
placenta_75,placenta_1,similarity
placenta_75,placenta_98,similarity
placenta_75,placenta_102,similarity
placenta_75,placenta_86,similarity
placenta_75,placenta_17,similarity
placenta_75,placenta_66,similarity
placenta_75,placenta_79,similarity
placenta_75,placenta_67,similarity
placenta_75,placenta_69,similarity
placenta_75,placenta_78,similarity
placenta_76,placenta_66,similarity
placenta_76,placenta_4,similarity
placenta_76,placenta_1,similarity
placenta_76,placenta_73,similarity
placenta_76,placenta_8,similarity
placenta_76,placenta_82,similarity
placenta_76,placenta_98,similarity
placenta_76,placenta_11,similarity
placenta_76,placenta_86,similarity
placenta_76,placenta_16,similarity
placenta_77,placenta_1,similarity
placenta_77,placenta_7,similarity
placenta_77,placenta_83,similarity
placenta_77,placenta_14,similarity
placenta_77,placenta_3,similarity
placenta_77,placenta_10,similarity
placenta_77,placenta_5,similarity
placenta_77,placenta_55,similarity
placenta_77,placenta_80,similarity
placenta_77,placenta_70,similarity
placenta_78,placenta_4,similarity
placenta_78,placenta_8,similarity
placenta_78,placenta_98,similarity
placenta_78,placenta_1,similarity
placenta_78,placenta_69,similarity
placenta_78,placenta_17,similarity
placenta_78,placenta_102,similarity
placenta_78,placenta_79,similarity
placenta_78,placenta_67,similarity
placenta_78,placenta_75,similarity
placenta_79,placenta_2,similarity
placenta_79,placenta_101,similarity
placenta_79,placenta_78,similarity
placenta_79,placenta_11,similarity
placenta_79,placenta_4,similarity
placenta_79,placenta_75,similarity
placenta_79,placenta_86,similarity
placenta_79,placenta_1,similarity
placenta_79,placenta_81,similarity
placenta_79,placenta_98,similarity
placenta_80,placenta_11,similarity
placenta_80,placenta_3,similarity
placenta_80,placenta_10,similarity
placenta_80,placenta_79,similarity
placenta_80,placenta_84,similarity
placenta_80,placenta_78,similarity
placenta_80,placenta_1,similarity
placenta_80,placenta_4,similarity
placenta_80,placenta_55,similarity
placenta_80,placenta_77,similarity
placenta_81,placenta_11,similarity
placenta_81,placenta_1,similarity
placenta_81,placenta_4,similarity
placenta_81,placenta_86,similarity
placenta_81,placenta_2,similarity
placenta_81,placenta_98,similarity
placenta_81,placenta_18,similarity
placenta_81,placenta_101,similarity
placenta_81,placenta_100,similarity
placenta_81,placenta_79,similarity
placenta_82,placenta_102,similarity
placenta_82,placenta_81,similarity
placenta_82,placenta_101,similarity
placenta_82,placenta_98,similarity
placenta_82,placenta_79,similarity
placenta_82,placenta_11,similarity
placenta_82,placenta_1,similarity
placenta_82,placenta_8,similarity
placenta_82,placenta_85,similarity
placenta_82,placenta_86,similarity
placenta_83,placenta_4,similarity
placenta_83,placenta_3,similarity
placenta_83,placenta_10,similarity
placenta_83,placenta_68,similarity
placenta_83,placenta_7,similarity
placenta_83,placenta_77,similarity
placenta_83,placenta_14,similarity
placenta_83,placenta_5,similarity
placenta_83,placenta_55,similarity
placenta_83,placenta_70,similarity
placenta_84,placenta_100,similarity
placenta_84,placenta_1,similarity
placenta_84,placenta_4,similarity
placenta_84,placenta_2,similarity
placenta_84,placenta_81,similarity
placenta_84,placenta_78,similarity
placenta_84,placenta_75,similarity
placenta_84,placenta_67,similarity
placenta_84,placenta_101,similarity
placenta_84,placenta_79,similarity
placenta_85,placenta_98,similarity
placenta_85,placenta_88,similarity
placenta_85,placenta_18,similarity
placenta_85,placenta_8,similarity
placenta_85,placenta_86,similarity
placenta_85,placenta_101,similarity
placenta_85,placenta_81,similarity
placenta_85,placenta_79,similarity
placenta_85,placenta_1,similarity
placenta_85,placenta_82,similarity
placenta_86,placenta_88,similarity
placenta_86,placenta_75,similarity
placenta_86,placenta_1,similarity
placenta_86,placenta_8,similarity
placenta_86,placenta_16,similarity
placenta_86,placenta_81,similarity
placenta_86,placenta_11,similarity
placenta_86,placenta_79,similarity
placenta_86,placenta_82,similarity
placenta_86,placenta_98,similarity
placenta_87,placenta_77,similarity
placenta_87,placenta_70,similarity
placenta_87,placenta_84,similarity
placenta_87,placenta_67,similarity
placenta_87,placenta_12,similarity
placenta_87,placenta_99,similarity
placenta_87,placenta_68,similarity
placenta_87,placenta_7,similarity
placenta_87,placenta_14,similarity
placenta_87,placenta_3,similarity
placenta_88,placenta_1,similarity
placenta_88,placenta_98,similarity
placenta_88,placenta_11,similarity
